ResizePLAB,UseAdaptiveSizePolicyWithSystemGC,UseAdaptiveSizePolicy,UseAdaptiveGCBoundary,CollectGenFirst,UseAdaptiveSizePolicyFootprintGoal,ResizeOldPLAB,UseAdaptiveSizeDecayMajorGCCost,DisableExplicitGC,UseAdaptiveGenerationSizePolicyAtMajorCollection,UseAdaptiveGenerationSizePolicyAtMinorCollection,BindGCTaskThreadsToCPUs,XX:TargetPLABWastePct,XX:AdaptiveSizePolicyWeight,XX:AdaptiveSizeDecrementScaleFactor,XX:AdaptiveSizePolicyCollectionCostMargin,XX:YoungGenerationSizeSupplement,XX:TenuredGenerationSizeSupplementDecay,XX:SurvivorRatio,XX:SurvivorPadding,XX:TargetSurvivorRatio,XX:TenuredGenerationSizeSupplement,XX:MinSurvivorRatio,XX:MaxTenuringThreshold,XX:TenuredGenerationSizeIncrement,XX:PLABWeight,XX:YoungGenerationSizeIncrement,XX:MinHeapFreeRatio,XX:AdaptiveSizePolicyInitializingSteps,XX:MaxHeapFreeRatio,XX:NewRatio,XX:YoungPLABSize,XX:YoungGenerationSizeSupplementDecay,XX:OldPLABSize,XX:AdaptiveSizeMajorGCDecayTimeScale,performance
1.0,-0.0,0.0,0.0,1.0,-1.0,1.0,-3.0,-1.0,-2.0,1.0,-1.0,-0.0,-15.0,-47.0,-57.0,109.0,-20.0,3.0,-12.0,112.0,129.0,-9.0,6.0,47.0,81.0,69.0,97.0,-27.0,61.0,-20.0,400.0,15.0,379.0,-0.0,522.3746879491955
0.0,-3.0,-1.0,1.0,2.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,4.0,51.0,33.0,201.0,65.0,18.0,-17.0,11.0,62.0,69.0,6.0,11.0,-51.0,50.0,-16.0,33.0,-179.0,94.0,8.0,-8979.0,-27.0,293.0,-6.0,455.46949754841626
2.0,-0.0,1.0,2.0,-0.0,0.0,0.0,-1.0,2.0,-0.0,1.0,1.0,-29.0,7.0,-14.0,84.0,104.0,25.0,-17.0,-18.0,-90.0,89.0,-2.0,-50.0,-5.0,102.0,114.0,16.0,224.0,104.0,43.0,4583.0,-5.0,-5312.0,15.0,3600.805619433522
0.0,1.0,0.0,-2.0,-1.0,0.0,-0.0,-1.0,-1.0,0.0,-3.0,0.0,7.0,20.0,-15.0,25.0,110.0,0.0,47.0,20.0,28.0,83.0,-9.0,-19.0,36.0,82.0,52.0,26.0,-123.0,71.0,6.0,9771.0,-10.0,2809.0,-6.0,517.9050273187459
2.0,-0.0,0.0,-3.0,-1.0,-0.0,-3.0,-1.0,-0.0,-1.0,2.0,-1.0,5.0,47.0,26.0,206.0,84.0,22.0,-37.0,-6.0,59.0,39.0,4.0,-9.0,-69.0,54.0,71.0,19.0,25.0,101.0,18.0,2841.0,-37.0,465.0,3.0,4248.934095621109
-2.0,0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-14.0,50.0,23.0,165.0,61.0,17.0,2.0,-11.0,17.0,38.0,10.0,39.0,-32.0,67.0,44.0,61.0,10.0,57.0,13.0,-5852.0,22.0,-1627.0,4.0,1568.382938478142
1.0,-1.0,1.0,0.0,-1.0,2.0,3.0,-0.0,-3.0,-2.0,0.0,-1.0,-14.0,34.0,-11.0,49.0,94.0,17.0,31.0,0.0,28.0,66.0,-6.0,7.0,51.0,33.0,108.0,-4.0,-14.0,62.0,-2.0,9340.0,0.0,-450.0,-1.0,-364.21514508500695
-0.0,0.0,-1.0,2.0,-1.0,0.0,-1.0,1.0,1.0,-2.0,-2.0,1.0,17.0,32.0,1.0,36.0,87.0,1.0,12.0,24.0,61.0,63.0,-5.0,3.0,54.0,27.0,16.0,40.0,36.0,59.0,-5.0,-1734.0,1.0,2553.0,2.0,127.61859780922532
-1.0,1.0,0.0,2.0,0.0,1.0,-1.0,-1.0,-2.0,0.0,0.0,-1.0,-5.0,-32.0,-34.0,71.0,75.0,22.0,45.0,12.0,-26.0,91.0,4.0,13.0,-1.0,60.0,-17.0,28.0,274.0,122.0,29.0,8622.0,3.0,3504.0,10.0,5901.579227626324
-0.0,1.0,-0.0,-3.0,0.0,1.0,-2.0,-1.0,2.0,2.0,-0.0,1.0,18.0,27.0,-23.0,67.0,45.0,-13.0,7.0,15.0,11.0,55.0,9.0,39.0,-16.0,86.0,41.0,7.0,79.0,46.0,4.0,-2350.0,19.0,-956.0,13.0,2214.043098643422
1.0,-1.0,-2.0,-2.0,-1.0,-1.0,2.0,-1.0,-1.0,1.0,-1.0,1.0,-5.0,28.0,-30.0,46.0,83.0,7.0,60.0,3.0,33.0,95.0,4.0,24.0,67.0,62.0,71.0,-1.0,108.0,66.0,24.0,-3816.0,16.0,-273.0,-1.0,2546.687997184694
-0.0,0.0,0.0,-1.0,1.0,-0.0,1.0,-0.0,0.0,1.0,-0.0,-1.0,11.0,-8.0,-27.0,-21.0,70.0,-4.0,40.0,13.0,60.0,83.0,4.0,25.0,37.0,82.0,-11.0,53.0,-60.0,50.0,-7.0,4226.0,22.0,52.0,14.0,-947.1840286254883
1.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,2.0,1.0,0.0,-3.0,0.0,-14.0,27.0,-12.0,87.0,85.0,4.0,-33.0,-13.0,36.0,77.0,4.0,14.0,-9.0,108.0,36.0,72.0,-49.0,71.0,6.0,2437.0,11.0,-4837.0,11.0,2140.9272370040417
-3.0,0.0,-0.0,3.0,-1.0,-1.0,2.0,0.0,0.0,1.0,1.0,-0.0,-14.0,-2.0,19.0,20.0,87.0,3.0,32.0,2.0,37.0,100.0,-2.0,-30.0,89.0,75.0,21.0,67.0,71.0,51.0,-7.0,-6692.0,11.0,3552.0,5.0,1903.5417006984353
-2.0,-0.0,-1.0,-0.0,-2.0,-1.0,-1.0,2.0,0.0,0.0,1.0,2.0,-10.0,35.0,20.0,176.0,88.0,8.0,-31.0,-14.0,24.0,44.0,8.0,-6.0,14.0,52.0,19.0,83.0,72.0,87.0,13.0,-11242.0,-2.0,1558.0,-2.0,5281.287924990058
1.0,-0.0,1.0,-0.0,-0.0,-1.0,1.0,0.0,0.0,2.0,-1.0,2.0,-12.0,56.0,45.0,8.0,90.0,4.0,-24.0,-14.0,42.0,42.0,9.0,48.0,10.0,114.0,47.0,8.0,-130.0,84.0,5.0,7381.0,16.0,621.0,21.0,2800.2151049524546
-1.0,1.0,0.0,2.0,1.0,1.0,-1.0,0.0,-0.0,-0.0,-2.0,-1.0,-38.0,29.0,2.0,61.0,61.0,7.0,3.0,-11.0,-5.0,47.0,8.0,31.0,-52.0,95.0,129.0,-11.0,14.0,68.0,37.0,-8.0,21.0,-2085.0,-0.0,5289.720501586795
-0.0,-0.0,1.0,-0.0,1.0,-1.0,1.0,-2.0,2.0,-0.0,0.0,-0.0,4.0,53.0,10.0,134.0,78.0,26.0,-8.0,12.0,-17.0,73.0,-2.0,-28.0,-48.0,69.0,17.0,69.0,-22.0,80.0,20.0,790.0,-32.0,-40.0,2.0,674.9605791717768
-3.0,1.0,0.0,-0.0,0.0,-0.0,0.0,2.0,-0.0,-2.0,0.0,-1.0,36.0,31.0,-12.0,56.0,81.0,3.0,-6.0,-4.0,110.0,74.0,-0.0,21.0,34.0,52.0,48.0,37.0,107.0,83.0,11.0,-4257.0,23.0,-3087.0,34.0,3871.6777497828007
2.0,0.0,-1.0,1.0,2.0,1.0,2.0,-0.0,-0.0,-2.0,0.0,-1.0,9.0,22.0,-12.0,15.0,69.0,-3.0,9.0,4.0,102.0,55.0,6.0,60.0,-16.0,23.0,128.0,10.0,-80.0,47.0,-6.0,4878.0,11.0,1379.0,1.0,2254.3298930749297
2.0,-1.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,-1.0,-0.0,1.0,16.0,-5.0,8.0,-66.0,69.0,-3.0,47.0,1.0,15.0,118.0,-1.0,-11.0,111.0,95.0,-34.0,14.0,-57.0,97.0,2.0,20054.0,12.0,-261.0,24.0,-26.295076413778588
1.0,-1.0,-1.0,1.0,-1.0,2.0,-2.0,0.0,1.0,-0.0,1.0,1.0,12.0,-22.0,16.0,45.0,86.0,-26.0,34.0,3.0,-0.0,92.0,-1.0,-15.0,4.0,90.0,60.0,-30.0,-109.0,73.0,7.0,13187.0,-5.0,3201.0,-10.0,1573.6971195824444
-0.0,-1.0,0.0,-2.0,-0.0,0.0,2.0,-2.0,2.0,-0.0,2.0,1.0,16.0,27.0,18.0,3.0,90.0,-27.0,-8.0,-17.0,9.0,99.0,-7.0,-37.0,94.0,80.0,77.0,44.0,-6.0,48.0,-2.0,9631.0,12.0,-1331.0,11.0,1227.9537079520524
0.0,-1.0,0.0,-1.0,1.0,-4.0,1.0,3.0,0.0,1.0,-1.0,0.0,30.0,-31.0,-54.0,53.0,104.0,2.0,-1.0,-5.0,-10.0,98.0,-5.0,31.0,47.0,115.0,8.0,-6.0,99.0,89.0,16.0,20302.0,5.0,1071.0,37.0,10467.966243416071
4.0,-0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-15.0,9.0,3.0,-54.0,117.0,11.0,24.0,-5.0,24.0,77.0,-4.0,23.0,-1.0,115.0,81.0,57.0,-81.0,50.0,7.0,3447.0,13.0,1138.0,-1.0,9935.043117523193
0.0,1.0,0.0,1.0,0.0,1.0,2.0,-0.0,2.0,-3.0,-0.0,-1.0,-12.0,8.0,-19.0,64.0,83.0,15.0,-3.0,14.0,-14.0,70.0,3.0,-1.0,-35.0,89.0,78.0,10.0,-11.0,79.0,17.0,10667.0,-3.0,-143.0,-3.0,316.4797977209091
-2.0,-0.0,-2.0,2.0,-0.0,-2.0,2.0,-0.0,0.0,-0.0,-1.0,2.0,-27.0,28.0,4.0,107.0,73.0,3.0,20.0,-10.0,-25.0,82.0,6.0,-11.0,28.0,71.0,104.0,14.0,39.0,43.0,6.0,-976.0,31.0,-3438.0,-6.0,2002.893876068294
-0.0,-0.0,-1.0,-1.0,-1.0,-1.0,-0.0,-1.0,2.0,-2.0,-1.0,-1.0,26.0,53.0,44.0,39.0,91.0,-13.0,-26.0,-0.0,90.0,73.0,-9.0,-15.0,43.0,59.0,79.0,44.0,-137.0,46.0,-16.0,-2180.0,-13.0,-1421.0,16.0,312.9130492284894
2.0,-0.0,-0.0,-1.0,1.0,3.0,2.0,1.0,1.0,-1.0,1.0,0.0,-18.0,4.0,-45.0,38.0,109.0,-4.0,-11.0,-15.0,-14.0,125.0,-8.0,-40.0,62.0,107.0,43.0,105.0,-13.0,95.0,-5.0,5211.0,3.0,-3408.0,2.0,453.3961077723652
0.0,-0.0,2.0,2.0,-0.0,1.0,0.0,-1.0,-1.0,0.0,1.0,-2.0,4.0,4.0,21.0,63.0,106.0,12.0,-11.0,-11.0,-7.0,84.0,-12.0,-27.0,11.0,59.0,56.0,45.0,39.0,92.0,9.0,9965.0,-14.0,938.0,13.0,2132.630439914763
0.0,-2.0,-1.0,1.0,-0.0,1.0,-0.0,1.0,1.0,-0.0,-2.0,3.0,-3.0,12.0,-33.0,165.0,87.0,2.0,-9.0,9.0,34.0,79.0,10.0,79.0,-130.0,90.0,38.0,23.0,-186.0,88.0,2.0,-3037.0,-1.0,-290.0,-29.0,1506.874713666737
-1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-4.0,-2.0,21.0,11.0,5.0,-24.0,89.0,-24.0,4.0,-3.0,54.0,77.0,-13.0,21.0,3.0,91.0,95.0,-17.0,-24.0,34.0,-4.0,12164.0,5.0,-203.0,17.0,3399.49123685807
2.0,-0.0,-1.0,0.0,1.0,-0.0,0.0,1.0,-1.0,-0.0,1.0,1.0,-35.0,-17.0,6.0,-9.0,77.0,-12.0,24.0,-17.0,-23.0,81.0,12.0,-15.0,36.0,134.0,95.0,0.0,-174.0,93.0,-1.0,11773.0,18.0,-1039.0,-4.0,2427.1420199647546
1.0,2.0,0.0,-1.0,0.0,-1.0,-1.0,-0.0,-2.0,0.0,0.0,-1.0,2.0,8.0,-34.0,78.0,81.0,11.0,-33.0,-21.0,78.0,43.0,2.0,53.0,-60.0,96.0,48.0,101.0,76.0,86.0,59.0,-3270.0,10.0,42.0,11.0,8806.461120784283
0.0,-4.0,1.0,-1.0,-2.0,1.0,-2.0,1.0,-0.0,1.0,0.0,1.0,-22.0,10.0,4.0,47.0,105.0,0.0,-14.0,-22.0,7.0,127.0,6.0,15.0,4.0,124.0,28.0,108.0,-56.0,103.0,-7.0,-258.0,-2.0,128.0,-12.0,1687.287362921983
-1.0,-2.0,2.0,2.0,2.0,-0.0,-1.0,1.0,-1.0,-1.0,2.0,-1.0,-8.0,-9.0,-2.0,-20.0,81.0,-13.0,31.0,-8.0,10.0,89.0,1.0,27.0,47.0,95.0,61.0,1.0,29.0,49.0,-9.0,4092.0,15.0,1571.0,1.0,591.9561809469014
0.0,-1.0,-0.0,1.0,-1.0,-1.0,-1.0,-0.0,0.0,-0.0,1.0,-0.0,0.0,39.0,16.0,-8.0,14.0,11.0,86.0,10.0,133.0,117.0,12.0,-15.0,102.0,21.0,67.0,9.0,148.0,34.0,-20.0,-13170.0,17.0,-522.0,4.0,177.72598510608077
-2.0,-0.0,2.0,-2.0,-1.0,-2.0,-0.0,0.0,2.0,0.0,-2.0,2.0,-11.0,35.0,39.0,105.0,83.0,2.0,-36.0,-5.0,29.0,67.0,12.0,59.0,-33.0,128.0,52.0,30.0,-279.0,65.0,3.0,15290.0,2.0,180.0,-19.0,2490.5989721268415
-0.0,1.0,1.0,2.0,0.0,1.0,-1.0,1.0,-2.0,0.0,2.0,2.0,11.0,43.0,56.0,116.0,52.0,-5.0,10.0,-5.0,45.0,32.0,7.0,-12.0,49.0,33.0,53.0,-3.0,-91.0,72.0,5.0,1654.0,2.0,2597.0,15.0,6353.95035122335
1.0,-1.0,-2.0,0.0,1.0,-1.0,2.0,0.0,-0.0,0.0,-0.0,-2.0,-31.0,14.0,-8.0,-95.0,82.0,-2.0,63.0,-6.0,62.0,66.0,15.0,57.0,59.0,79.0,118.0,42.0,56.0,-13.0,-20.0,-10154.0,45.0,94.0,-6.0,1212.3936786092818
-1.0,-2.0,0.0,1.0,1.0,-0.0,0.0,-2.0,0.0,-1.0,2.0,-1.0,7.0,32.0,37.0,137.0,64.0,-8.0,-12.0,4.0,5.0,53.0,3.0,-52.0,-5.0,58.0,95.0,-30.0,2.0,54.0,4.0,-246.0,-21.0,421.0,0.0,2075.581028483808
-0.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-0.0,-0.0,-0.0,-1.0,2.0,9.0,-15.0,34.0,20.0,50.0,-5.0,25.0,-4.0,12.0,41.0,21.0,46.0,15.0,117.0,71.0,-30.0,-48.0,69.0,36.0,24768.0,19.0,1239.0,16.0,1605.5400044694543
-2.0,-2.0,-0.0,-1.0,-2.0,0.0,-2.0,-0.0,0.0,-1.0,0.0,1.0,48.0,41.0,50.0,61.0,77.0,-25.0,-19.0,-2.0,50.0,53.0,2.0,43.0,25.0,50.0,73.0,-21.0,-117.0,74.0,-2.0,11505.0,14.0,34.0,9.0,1713.3958841748536
-1.0,-2.0,0.0,2.0,2.0,-2.0,1.0,1.0,-1.0,0.0,1.0,-1.0,30.0,-22.0,-11.0,-28.0,117.0,-11.0,59.0,-4.0,38.0,117.0,-7.0,3.0,90.0,68.0,44.0,-28.0,115.0,35.0,27.0,3070.0,39.0,988.0,41.0,3621.393376134336
-1.0,0.0,2.0,2.0,1.0,2.0,-1.0,-0.0,1.0,-1.0,2.0,1.0,-5.0,19.0,7.0,46.0,76.0,9.0,32.0,8.0,0.0,96.0,1.0,-43.0,52.0,60.0,10.0,37.0,131.0,79.0,17.0,6123.0,-5.0,-1180.0,3.0,2617.8366749584675
2.0,-1.0,1.0,-2.0,-3.0,2.0,3.0,-1.0,3.0,0.0,1.0,-1.0,-25.0,41.0,-14.0,132.0,58.0,18.0,-1.0,11.0,37.0,70.0,9.0,12.0,-42.0,60.0,33.0,76.0,-105.0,59.0,4.0,-7606.0,-1.0,-2460.0,-19.0,1251.1090788841248
-2.0,3.0,-0.0,2.0,-3.0,-2.0,-1.0,-0.0,-1.0,1.0,-0.0,0.0,-23.0,7.0,18.0,43.0,78.0,-34.0,26.0,-8.0,21.0,85.0,-4.0,-24.0,-0.0,97.0,187.0,-40.0,-8.0,59.0,-3.0,-1791.0,2.0,570.0,-35.0,2301.9790021032095
-1.0,2.0,0.0,-0.0,-1.0,1.0,1.0,-5.0,-0.0,0.0,1.0,1.0,-33.0,54.0,37.0,12.0,54.0,11.0,55.0,8.0,-1.0,94.0,2.0,-10.0,81.0,58.0,92.0,47.0,67.0,-33.0,21.0,2796.0,15.0,1037.0,-16.0,-342.6384807592258
-0.0,-3.0,-1.0,1.0,-1.0,0.0,-3.0,-1.0,1.0,-1.0,-1.0,-1.0,-35.0,-12.0,-37.0,42.0,71.0,-12.0,33.0,-11.0,-52.0,102.0,6.0,21.0,-49.0,114.0,71.0,-60.0,75.0,60.0,-5.0,541.0,15.0,-2878.0,-20.0,4679.750600174069
-1.0,2.0,0.0,-2.0,-1.0,-0.0,1.0,-1.0,-3.0,1.0,-3.0,-0.0,3.0,62.0,29.0,139.0,109.0,17.0,57.0,14.0,24.0,78.0,-8.0,-70.0,118.0,13.0,37.0,11.0,-51.0,59.0,12.0,-807.0,-0.0,-3378.0,26.0,443.1323696663603
-2.0,-1.0,0.0,1.0,-3.0,-1.0,-1.0,2.0,2.0,-0.0,-1.0,-0.0,5.0,6.0,17.0,91.0,82.0,-3.0,-26.0,-1.0,22.0,53.0,6.0,23.0,-23.0,63.0,11.0,11.0,-90.0,68.0,-2.0,2642.0,7.0,-956.0,1.0,1344.0822077915072
1.0,-1.0,-0.0,-1.0,-1.0,1.0,1.0,1.0,1.0,2.0,0.0,-3.0,4.0,4.0,-45.0,-38.0,87.0,-27.0,36.0,10.0,127.0,108.0,2.0,64.0,37.0,82.0,54.0,40.0,-19.0,23.0,-26.0,-19098.0,33.0,-1467.0,9.0,-1996.1467786356807
-1.0,-1.0,-1.0,1.0,-2.0,0.0,-1.0,-0.0,-2.0,-2.0,0.0,-1.0,21.0,52.0,30.0,93.0,96.0,18.0,37.0,6.0,85.0,81.0,-4.0,-20.0,66.0,2.0,18.0,27.0,5.0,60.0,-0.0,-1945.0,-4.0,1658.0,12.0,6070.628815859556
1.0,2.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-2.0,1.0,1.0,6.0,79.0,43.0,62.0,78.0,11.0,4.0,5.0,50.0,48.0,-2.0,-26.0,68.0,38.0,20.0,54.0,101.0,108.0,13.0,-1183.0,8.0,222.0,27.0,4064.5943101346493
1.0,1.0,1.0,-0.0,-1.0,0.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-2.0,9.0,-15.0,19.0,106.0,12.0,47.0,21.0,-21.0,74.0,-7.0,1.0,35.0,76.0,76.0,59.0,31.0,74.0,16.0,9935.0,-8.0,3491.0,-9.0,6414.234725609422
2.0,-0.0,1.0,-1.0,0.0,-2.0,-2.0,-1.0,-0.0,-1.0,1.0,-0.0,16.0,16.0,-19.0,87.0,119.0,5.0,22.0,11.0,10.0,53.0,-3.0,31.0,20.0,79.0,32.0,3.0,60.0,65.0,12.0,15590.0,-8.0,-1172.0,13.0,4252.556753322482
1.0,1.0,-2.0,-2.0,-1.0,-2.0,2.0,1.0,4.0,-0.0,-1.0,0.0,26.0,40.0,4.0,25.0,79.0,-20.0,-18.0,-1.0,89.0,78.0,1.0,1.0,64.0,83.0,55.0,61.0,-39.0,48.0,-5.0,-634.0,13.0,-1970.0,24.0,1077.1957132704556
0.0,-0.0,-0.0,-0.0,-1.0,0.0,1.0,-1.0,0.0,-0.0,0.0,2.0,-21.0,7.0,13.0,46.0,91.0,5.0,-3.0,-16.0,-29.0,136.0,-6.0,-52.0,59.0,101.0,-2.0,110.0,2.0,106.0,2.0,6108.0,-6.0,116.0,-1.0,1344.3628331646323
1.0,0.0,-0.0,-1.0,-1.0,-3.0,2.0,-2.0,-1.0,1.0,0.0,0.0,45.0,41.0,28.0,33.0,75.0,-1.0,12.0,3.0,135.0,47.0,1.0,32.0,57.0,49.0,88.0,-27.0,-59.0,42.0,-5.0,3943.0,7.0,-345.0,12.0,636.015227990225
1.0,-1.0,0.0,-3.0,-1.0,-2.0,1.0,1.0,-0.0,2.0,-1.0,-0.0,-2.0,33.0,17.0,105.0,106.0,-2.0,-2.0,-11.0,24.0,88.0,-7.0,-24.0,39.0,119.0,91.0,-1.0,-153.0,69.0,20.0,10429.0,-11.0,-525.0,2.0,2282.7203303426504
-2.0,1.0,1.0,2.0,-1.0,2.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-21.0,4.0,-16.0,66.0,84.0,-2.0,17.0,6.0,-12.0,86.0,1.0,3.0,-31.0,84.0,32.0,60.0,-55.0,84.0,-6.0,-1830.0,7.0,1269.0,-18.0,286.2758729457855
-1.0,0.0,0.0,1.0,-1.0,-2.0,1.0,-1.0,2.0,-0.0,-1.0,-1.0,-25.0,81.0,36.0,82.0,58.0,18.0,41.0,14.0,-33.0,75.0,10.0,4.0,32.0,67.0,49.0,-13.0,27.0,15.0,13.0,5923.0,9.0,315.0,-6.0,4728.704617187381
-1.0,-2.0,-2.0,1.0,-1.0,1.0,-0.0,1.0,2.0,1.0,0.0,-0.0,-3.0,38.0,47.0,148.0,61.0,28.0,-12.0,3.0,55.0,68.0,20.0,20.0,-18.0,55.0,-31.0,49.0,74.0,93.0,9.0,-9712.0,10.0,441.0,6.0,4871.167757570744
-0.0,-1.0,0.0,1.0,2.0,-0.0,-2.0,2.0,-0.0,0.0,-2.0,1.0,5.0,10.0,23.0,65.0,103.0,1.0,12.0,12.0,116.0,101.0,3.0,37.0,-28.0,79.0,15.0,60.0,-242.0,68.0,-10.0,27.0,-14.0,5803.0,-3.0,784.2427373360842
1.0,0.0,2.0,2.0,-1.0,2.0,1.0,-1.0,-1.0,1.0,2.0,2.0,28.0,-17.0,-34.0,31.0,67.0,-8.0,19.0,13.0,36.0,59.0,7.0,60.0,-77.0,68.0,28.0,9.0,-116.0,94.0,2.0,15101.0,2.0,10.0,4.0,375.9214864913374
1.0,-1.0,3.0,1.0,1.0,0.0,1.0,1.0,-1.0,1.0,-0.0,-1.0,10.0,-4.0,-31.0,25.0,105.0,2.0,40.0,6.0,-33.0,85.0,-9.0,2.0,41.0,101.0,29.0,-23.0,99.0,66.0,11.0,14245.0,7.0,-2042.0,30.0,373.0699549354613
-1.0,-3.0,1.0,0.0,-1.0,1.0,1.0,-1.0,1.0,-0.0,-1.0,-3.0,-18.0,18.0,9.0,8.0,67.0,20.0,50.0,9.0,-54.0,97.0,-1.0,2.0,-20.0,62.0,83.0,-23.0,-35.0,55.0,-2.0,12217.0,-2.0,-1724.0,-9.0,5424.383983522654
1.0,-1.0,-0.0,1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,2.0,2.0,-10.0,-33.0,-74.0,78.0,92.0,-24.0,22.0,-8.0,-47.0,92.0,-6.0,-27.0,9.0,113.0,54.0,6.0,70.0,82.0,-3.0,-343.0,5.0,-2653.0,-13.0,695.6368407979608
2.0,-0.0,-0.0,-0.0,-0.0,1.0,-1.0,-0.0,-0.0,-1.0,-0.0,-1.0,14.0,15.0,-6.0,177.0,95.0,5.0,-46.0,-5.0,12.0,66.0,-7.0,-13.0,-65.0,79.0,33.0,67.0,-84.0,112.0,11.0,4073.0,-32.0,787.0,1.0,2603.0060557201505
-1.0,-1.0,-0.0,2.0,-2.0,-3.0,-0.0,-2.0,0.0,-1.0,-2.0,2.0,-24.0,12.0,5.0,-83.0,58.0,-4.0,62.0,4.0,70.0,134.0,10.0,33.0,100.0,77.0,34.0,56.0,-31.0,77.0,-22.0,3851.0,27.0,2543.0,-11.0,-202.37762894108891
1.0,1.0,1.0,-0.0,2.0,1.0,0.0,0.0,-1.0,-0.0,-2.0,-2.0,35.0,25.0,-12.0,25.0,81.0,22.0,-4.0,10.0,61.0,82.0,-2.0,18.0,22.0,65.0,3.0,56.0,84.0,85.0,8.0,13322.0,4.0,586.0,37.0,1198.641848064959
0.0,-1.0,0.0,-1.0,2.0,-2.0,-0.0,2.0,-1.0,-1.0,1.0,-2.0,47.0,-1.0,10.0,-36.0,101.0,-24.0,35.0,6.0,58.0,55.0,-7.0,19.0,87.0,47.0,85.0,-78.0,-101.0,66.0,-5.0,17844.0,4.0,4617.0,38.0,1495.5242807865143
1.0,2.0,2.0,1.0,2.0,1.0,0.0,-0.0,0.0,-1.0,1.0,0.0,-17.0,20.0,2.0,53.0,84.0,-17.0,27.0,3.0,6.0,33.0,5.0,29.0,-14.0,94.0,137.0,-54.0,-10.0,46.0,9.0,4157.0,9.0,2216.0,-10.0,3172.9272625371814
1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,-0.0,1.0,-1.0,1.0,1.0,10.0,35.0,-10.0,79.0,75.0,-15.0,-11.0,6.0,77.0,69.0,2.0,7.0,-25.0,62.0,74.0,48.0,-84.0,44.0,1.0,-2813.0,-3.0,-1688.0,-5.0,-339.18808386381716
-1.0,-1.0,-1.0,-0.0,-1.0,1.0,-0.0,-1.0,-0.0,1.0,-1.0,-0.0,-13.0,18.0,-9.0,-25.0,66.0,-19.0,39.0,6.0,82.0,89.0,2.0,30.0,47.0,85.0,78.0,9.0,-72.0,13.0,-16.0,-6481.0,28.0,66.0,-10.0,580.5256079360843
0.0,3.0,1.0,2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,1.0,10.0,30.0,14.0,-11.0,71.0,14.0,44.0,21.0,76.0,81.0,6.0,44.0,6.0,66.0,-3.0,91.0,-132.0,76.0,7.0,-1642.0,15.0,2026.0,16.0,1993.5639458745718
-0.0,-0.0,3.0,-2.0,1.0,-1.0,1.0,-1.0,-1.0,0.0,-2.0,-1.0,3.0,-11.0,-40.0,-49.0,114.0,6.0,50.0,9.0,17.0,116.0,-9.0,-5.0,77.0,102.0,27.0,16.0,-88.0,60.0,-2.0,17274.0,11.0,-508.0,18.0,-1098.6439105384052
1.0,1.0,-2.0,-1.0,-1.0,1.0,-1.0,-1.0,-0.0,-1.0,-2.0,0.0,-20.0,46.0,-27.0,118.0,76.0,30.0,35.0,21.0,-41.0,101.0,-8.0,-39.0,28.0,71.0,31.0,46.0,5.0,95.0,17.0,7891.0,-12.0,1388.0,-13.0,6329.387428179383
1.0,-0.0,-1.0,-0.0,-0.0,-2.0,-1.0,-2.0,1.0,1.0,1.0,2.0,13.0,9.0,-6.0,81.0,88.0,-17.0,54.0,15.0,38.0,103.0,-5.0,-62.0,72.0,74.0,39.0,17.0,-31.0,75.0,-2.0,-3440.0,-9.0,1767.0,-11.0,1138.0545062087476
1.0,1.0,1.0,1.0,-1.0,-2.0,2.0,1.0,0.0,-1.0,0.0,1.0,-16.0,-5.0,-92.0,72.0,63.0,3.0,44.0,18.0,-29.0,88.0,-0.0,-10.0,-15.0,95.0,39.0,-15.0,-23.0,79.0,1.0,7965.0,5.0,-2745.0,-15.0,76.895285038976
-1.0,-2.0,1.0,2.0,-0.0,-2.0,-1.0,-0.0,-1.0,1.0,-1.0,-2.0,19.0,-13.0,-6.0,79.0,76.0,8.0,23.0,5.0,26.0,71.0,9.0,47.0,-31.0,65.0,-23.0,-11.0,30.0,53.0,-2.0,4489.0,11.0,929.0,14.0,3647.4831170737743
1.0,-1.0,-0.0,-0.0,-1.0,-1.0,-1.0,1.0,-2.0,1.0,-2.0,0.0,-18.0,41.0,23.0,125.0,76.0,22.0,18.0,-4.0,71.0,65.0,4.0,28.0,-4.0,78.0,55.0,29.0,-25.0,53.0,18.0,-3378.0,7.0,-338.0,-4.0,1072.822274763137
